[4/15/23 12:03AM] Sender: Alex, Message: Also, do ::ref walkchaos and ::totem for a buff	
[4/15/23 12:04AM] Sender: Nick, Message: Awesome!	
[4/17/23 12:40AM] Sender: Atz, Message: Kk	
[4/17/23 12:41AM] Sender: Cufk, Message: Any free donor?	
[4/17/23 12:41AM] Sender: Jroc, Message: Yes one of the early on achievements	
[4/17/23 12:42AM] Sender: Dopamine, Message: No, first collection log completion is free dono rank	
[4/17/23 12:42AM] Sender: Dopamine, Message: Collection log shown at tarn tab - tools - view c log	
[4/17/23 12:43AM] Sender: Rks, Message: Have a good one guys	
[4/17/23 12:43AM] Sender: Rks, Message: Off to work for me	
[4/17/23 12:43AM] Sender: Dopamine, Message: Take care	
[4/17/23 12:43AM] Sender: Jroc, Message: Pce	
[4/17/23 12:43AM] Sender: Ruthie, Message: Golden next?	
[4/17/23 12:44AM] Sender: Ninetails, Message: Bamm!	
[4/17/23 12:44AM] Sender: Ninetails, Message: Ninetials vs ninetails ;)	
[4/17/23 12:44AM] Sender: Time, Message: Are you guys doing the other bosses we are at veigar	
[4/17/23 12:44AM] Sender: Kebintea, Message: Yea we at ninetails	
[4/17/23 12:53AM] Sender: Ruthie, Message: L0l	
[4/17/23 12:54AM] Sender: Mysterious, Message: Welcome	
[4/17/23 12:55AM] Sender: Ruthie, Message: Every1 vote im tryna do vote boss n slide to bed	
[4/17/23 12:56AM] Sender: Sir dope, Message: 7 more votes	
[4/17/23 12:59AM] Sender: Matt0804, Message: Pc transfer crystal?	
[4/17/23 12:59AM] Sender: Ruthie, Message: 5 votes	
[4/17/23 12:59AM] Sender: Ruthie, Message: 100b	
[4/17/23 12:59AM] Sender: Ruthie, Message: @matt	
[4/17/23 12:59AM] Sender: Atz, Message: 3 votes to go	
[4/17/23 12:59AM] Sender: Matt0804, Message: Just 100b lol? thats not very much at all	
[4/17/23 01:00AM] Sender: Matt0804, Message: Or did you mean 100kbil?	
[4/17/23 01:00AM] Sender: Cheung, Message: 100k bi, the regular cash aint considered pon here	
[4/17/23 01:00AM] Sender: Sir dope, Message: 3 votes guyss googo	
[4/17/23 01:01AM] Sender: Ruthie, Message: Vote vote vote	
[4/17/23 01:01AM] Sender: Er1k, Message:  can i sell junk items somewhere=	
[4/17/23 01:01AM] Sender: Slayer, Message: Dissvole them	
[4/17/23 01:01AM] Sender: Slayer, Message: With rightclick	
[4/17/23 01:01AM] Sender: Matt0804, Message: Selling transfer crystal 65k b	
[4/17/23 01:01AM] Sender: Mysterious, Message: Surely someone has votes they can claim :p c'mon bebzzz	
[4/17/23 01:01AM] Sender: Sir dope, Message: 2 more votes keep going	
[4/17/23 01:01AM] Sender: Ruthie, Message: Red!!	
[4/17/23 01:01AM] Sender: Ruthie, Message: Yo!!!	
[4/17/23 01:01AM] Sender: Ruthie, Message: My boy	
[4/17/23 01:01AM] Sender: Sir dope, Message: 1 vote!!	
[4/17/23 01:01AM] Sender: Redx12, Message: Yooo 	
[4/17/23 01:02AM] Sender: Ruthie, Message: Yooo!	
[4/17/23 01:02AM] Sender: Ruthie, Message: Come vboss red	
[4/17/23 01:02AM] Sender: Redx12, Message: Hey ruthie :) 	
[4/17/23 01:02AM] Sender: Ruthie, Message: And vote	
[4/17/23 01:02AM] Sender: Slayer, Message: Vote b0ss	
[4/17/23 01:02AM] Sender: Ruthie, Message: Red vote and come vboss after	
[4/17/23 01:02AM] Sender: Ruthie, Message: This will help u good	
[4/17/23 01:02AM] Sender: Redx12, Message: K doin it now	
[4/17/23 01:02AM] Sender: Mysterious, Message: Legend	
[4/17/23 01:02AM] Sender: Slayer, Message: W	
[4/17/23 01:03AM] Sender: Ruthie, Message: 49/50!	
[4/17/23 01:03AM] Sender: Sir dope, Message: Claim ur damn votes ;;reward 1 all 	
[4/17/23 01:03AM] Sender: Sir dope, Message: Gogo ;d	
[4/17/23 01:04AM] Sender: Atz, Message: 1 vote guys	
[4/17/23 01:04AM] Sender: Professor, Message: Anyone selling some armour set for like 20k	
[4/17/23 01:04AM] Sender: Professor, Message: Having a hard time doing slayyer atm with my set	
[4/17/23 01:04AM] Sender: Jroc, Message: Look thru pos	
[4/17/23 01:04AM] Sender: Atz, Message: Slay worth to do?	
[4/17/23 01:05AM] Sender: Atz, Message: Or just zonees best	
[4/17/23 01:05AM] Sender: Ruthie, Message: Ronnie welcome back bro	
[4/17/23 01:05AM] Sender: Slayer, Message: Both tbh	
[4/17/23 01:05AM] Sender: Jroc, Message: Yea both	
[4/17/23 01:05AM] Sender: Dopamine, Message: Selling small dick nudes for in-names	
[4/17/23 01:05AM] Sender: Jroc, Message: U need slayer for upgrade tokens n sht	
[4/17/23 01:05AM] Sender: Ruthie, Message: Did a ton of giveaways earlier	
[4/17/23 01:05AM] Sender: Ruthie, Message: Alot of items got wiped out of the grand exchange	
[4/17/23 01:05AM] Sender: Slayer, Message: U inf pray pots	
[4/17/23 01:05AM] Sender: Ruthie, Message: Ppl gonna be mad af	
[4/17/23 01:05AM] Sender: Slayer, Message: Ikr lol	
[4/17/23 01:05AM] Sender: Ronnie v2, Message: Ty ruthie	
[4/17/23 01:05AM] Sender: Slayer, Message: I got wiped xd	
[4/17/23 01:05AM] Sender: Ronnie v2, Message: I know i was missing some stuff in pos	
[4/17/23 01:05AM] Sender: Ruthie, Message: ^_^	
[4/17/23 01:05AM] Sender: Ronnie v2, Message: Gg	
[4/17/23 01:06AM] Sender: Jroc, Message: Will pos stuff get refunded or what? was it backed up?	
[4/17/23 01:06AM] Sender: Ruthie, Message: Lmao some dude had like 4 blood viturs in there	
[4/17/23 01:06AM] Sender: Ruthie, Message: Im crying for him	
[4/17/23 01:06AM] Sender: Slayer, Message: Gg i had like inferno and lower lol	
[4/17/23 01:06AM] Sender: Slayer, Message: Yeah frfr lol	
[4/17/23 01:06AM] Sender: Ronnie v2, Message: Damn	
[4/17/23 01:06AM] Sender: Professor, Message: What happened?	
[4/17/23 01:06AM] Sender: Slayer, Message: When server updates pos gets wiped.	
[4/17/23 01:06AM] Sender: Slayer, Message: Or restarts	
[4/17/23 01:06AM] Sender: Ruthie, Message: A huge wipe on the g.e every1s items got lost somehow	
[4/17/23 01:06AM] Sender: Supernum, Message: Yeah its broken alex said use it at your own discretion atm	
[4/17/23 01:06AM] Sender: Professor, Message: Ouch	
[4/17/23 01:06AM] Sender: Ruthie, Message: Use it at ur own risk they said	
[4/17/23 01:07AM] Sender: Jroc, Message: Should have a warning or something lol	
[4/17/23 01:07AM] Sender: Slayer, Message: Best to take out before logging or /afk zone	
[4/17/23 01:07AM] Sender: Ruthie, Message: Veigar 1min	
[4/17/23 01:10AM] Sender: Professor, Message: Hm are 1$ scrolls	
[4/17/23 01:11AM] Sender: Dopamine, Message: 1$	
[4/17/23 01:11AM] Sender: Kebintea, Message: L0l	
[4/17/23 01:11AM] Sender: Professor, Message: Ba dum tsss	
[4/17/23 01:11AM] Sender: Slayer, Message: 30k each	
[4/17/23 01:11AM] Sender: Plebo, Message: Why cant i transfer rarities to the transfer crystal	
[4/17/23 01:12AM] Sender: Supernum, Message: You use the item on another	
[4/17/23 01:12AM] Sender: Supernum, Message: And it consumes crystal and item	
[4/17/23 01:12AM] Sender: Plebo, Message: Ah	
[4/17/23 01:13AM] Sender: Plebo, Message: Ty	
[4/17/23 01:13AM] Sender: Plebo, Message: Fcked my coll ring but ok :d	
[4/17/23 01:23AM] Sender: Slayer, Message: Selling $10 scrollz 300k	
[4/17/23 01:34AM] Sender: Matt0804, Message: Slayer is so freagin slow lol	
[4/17/23 01:34AM] Sender: Slayer, Message: Yes lol	
[4/17/23 01:36AM] Sender: Cheung, Message: Anyway to make collector ammy send to bank?	
[4/17/23 01:37AM] Sender: Slayer, Message: Dont think so	
[4/17/23 01:37AM] Sender: Dopamine, Message: I assume the upgraded one (?)	
[4/17/23 01:39AM] Sender: Dopamine, Message:  ::veigar -  ::nine - ::meruem	
[4/17/23 01:43AM] Sender: Slayer, Message: Gl	
[4/17/23 01:43AM] Sender: Dopamine, Message: Dmn	
[4/17/23 01:43AM] Sender: Slayer, Message: Nice	
[4/17/23 01:44AM] Sender: Slayer, Message: Buying boots and legs better then 6k	
[4/17/23 01:44AM] Sender: Slayer, Message: And ring	
[4/17/23 01:45AM] Sender: Kandonas, Message: Wtf, again pos clean?	
[4/17/23 01:45AM] Sender: Slayer, Message: Yeah bugged	
[4/17/23 01:45AM] Sender: Slayer, Message: Every reset of server	
[4/17/23 01:45AM] Sender: Yaekee, Message: Hi all	
[4/17/23 01:45AM] Sender: Slayer, Message: Hi	
[4/17/23 01:45AM] Sender: Yaekee, Message: How to start here xd	
[4/17/23 01:46AM] Sender: Slayer, Message: Starter zone work for zinqrux collection log for collection neck.	
[4/17/23 01:46AM] Sender: Yaekee, Message: Im dead?	
[4/17/23 01:47AM] Sender: Slayer, Message: How much	
[4/17/23 01:47AM] Sender: Cheung, Message: What to do after ::train?	
[4/17/23 01:47AM] Sender: Slayer, Message: Zinqrux collection log/slayer	
[4/17/23 01:47AM] Sender: Cheung, Message:  zones?	
[4/17/23 01:48AM] Sender: Yaekee, Message: Die agian yaah	
[4/17/23 01:48AM] Sender: Ronnie v2, Message: ::tasks / ::collection 	
[4/17/23 01:48AM] Sender: Ronnie v2, Message: Refer fpk merk	
[4/17/23 01:48AM] Sender: Slayer, Message: Ye vet u die unti ss xd	
[4/17/23 01:48AM] Sender: Yaekee, Message: Code?	
[4/17/23 01:48AM] Sender: Slayer, Message: ::ref walkchaos	
[4/17/23 01:48AM] Sender: Ronnie v2, Message: Fpk merk	
[4/17/23 01:49AM] Sender: Dopamine, Message: Walkchaos for sure, he is og	
[4/17/23 01:49AM] Sender: Dopamine, Message: Merk just bought 12k subs lmao	
[4/17/23 01:49AM] Sender: Yaekee, Message: Non reward lol	
[4/17/23 01:50AM] Sender: Slayer, Message: ::ref ents	
[4/17/23 01:51AM] Sender: Cheung, Message: Is there a rank at 50? 	
[4/17/23 01:51AM] Sender: Slayer, Message: Yes	
[4/17/23 01:51AM] Sender: Dopamine, Message:  ::discord - donator benefits	
[4/17/23 01:51AM] Sender: Slayer, Message: Green is 50	
[4/17/23 01:52AM] Sender: Mysterious, Message: Yes	
[4/17/23 01:52AM] Sender: Cheung, Message: Pc bonds?	
[4/17/23 01:52AM] Sender: Slayer, Message: $25 850-950k billions	
[4/17/23 01:52AM] Sender: Cheung, Message: Not bad\	
[4/17/23 01:52AM] Sender: Slayer, Message: $1 30-40k	
[4/17/23 01:52AM] Sender: Yaekee11, Message: Die..	
[4/17/23 01:53AM] Sender: Slayer, Message: L	
[4/17/23 01:53AM] Sender: Matt0804, Message: Dissolving items seems kinda pointless lol 	
[4/17/23 01:53AM] Sender: Matt0804, Message: Dont get much at all	
[4/17/23 01:53AM] Sender: Mysterious, Message: For normals yeah	
[4/17/23 01:53AM] Sender: Supernum, Message: I assume itll be fixed once an eco is established	
[4/17/23 01:54AM] Sender: Supernum, Message: Dont wanna have disolving be more cash then selling at the start lol	
[4/17/23 01:54AM] Sender: Cheung, Message: Store/disolve, same shit	
[4/17/23 01:54AM] Sender: Slayer, Message: Gives crafting exp needed for upgrading items also.	
[4/17/23 01:55AM] Sender: Cheung, Message: But its really 20k, cuz its in bill. so :x	
[4/17/23 02:00AM] Sender: Yaekee11, Message: Any staff on?	
[4/17/23 02:00AM] Sender: Dopamine, Message: Not rn if urgent dm them on discord.	
[4/17/23 02:01AM] Sender: Yaekee11, Message: Why i dont get my refer reward?	
[4/17/23 02:01AM] Sender: Jroc, Message: Can any npc drop mythics? or do u have better chance at mythics from higher	
[4/17/23 02:01AM] Sender: Jroc, Message: From higher npcs	
[4/17/23 02:01AM] Sender: Supernum, Message: You doing ::ref	
[4/17/23 02:01AM] Sender: Supernum, Message: ?	
[4/17/23 02:01AM] Sender: Supernum, Message: Then typing it it	
[4/17/23 02:01AM] Sender: Yaekee11, Message: I did it say you already have but noting..	
[4/17/23 02:02AM] Sender: Supernum, Message: So youve already receieved one on your ip o.o	
[4/17/23 02:02AM] Sender: Yaekee11, Message: Lol got nothing	
[4/17/23 02:03AM] Sender: Dopamine, Message: Must've typoed it	
[4/17/23 02:05AM] Sender: Plebo, Message: Which items are cosmetics?	
[4/17/23 02:05AM] Sender: Supernum, Message: What you mean?	
[4/17/23 02:06AM] Sender: Yaekee11, Message: Max lvl in stats?	
[4/17/23 02:06AM] Sender: Dopamine, Message: 120	
[4/17/23 02:07AM] Sender: Yaekee11, Message: Ty	
[4/17/23 02:07AM] Sender: Yaekee11, Message: How to get rank?	
[4/17/23 02:07AM] Sender: Supernum, Message: Complete collection log	
[4/17/23 02:08AM] Sender: Supernum, Message: Rev wyverns	
[4/17/23 02:08AM] Sender: Yaekee11, Message: How long is that?	
[4/17/23 02:08AM] Sender: Supernum, Message: How long is  a piece of string?	
[4/17/23 02:08AM] Sender: Yaekee11, Message: 20cm	
[4/17/23 02:09AM] Sender: Dopamine, Message: Unknown,infinite,veriable or relative.	
[4/17/23 02:09AM] Sender: Yaekee11, Message: Me zak:)	
[4/17/23 02:10AM] Sender: Yaekee11, Message: Is there unlimited  prayer?	
[4/17/23 02:10AM] Sender: Dopamine, Message: Yes, ::discord - donator benefits section	
[4/17/23 02:10AM] Sender: Supernum, Message: Discord - donator perks	
[4/17/23 02:10AM] Sender: Dopamine, Message: Other than that, there is infinite potions.	
[4/17/23 02:10AM] Sender: Yaekee11, Message: Inf pot where to get?	
[4/17/23 02:12AM] Sender: Like my peep, Message: Wb	
[4/17/23 02:12AM] Sender: Dopamine, Message: ::giveall oc	
[4/17/23 02:12AM] Sender: Lano, Message: Mg	
[4/17/23 02:12AM] Sender: Yaekee11, Message: Where yo get infinity pot?	
[4/17/23 02:12AM] Sender: Yaekee11, Message: Lano also here	
[4/17/23 02:13AM] Sender: Matt0804, Message: Everybody is here	
[4/17/23 02:14AM] Sender: Dopamine, Message: Lano active well for loyal grinders	
[4/17/23 02:14AM] Sender: Matt0804, Message: +1 plz	
[4/17/23 02:15AM] Sender: Yaekee11, Message: How many zones for ;;starter?	
[4/17/23 02:15AM] Sender: Supernum, Message: 99	
[4/17/23 02:15AM] Sender: Supernum, Message: Xd like 5	
[4/17/23 02:15AM] Sender: Yaekee11, Message: Realy?	
[4/17/23 02:18AM] Sender: Yaekee11, Message: Where to get infnity prayer?	
[4/17/23 02:18AM] Sender: Dopamine, Message: Inf prayer is donator perk	
[4/17/23 02:18AM] Sender: Dopamine, Message: But inf prayer potion you can get from diff activiteties	
[4/17/23 02:18AM] Sender: Yaekee11, Message: Fml...	
[4/17/23 02:18AM] Sender: Like my peep, Message: You got inf pryer potion	
[4/17/23 02:18AM] Sender: Dopamine, Message: Slayer shop	
[4/17/23 02:19AM] Sender: Like my peep, Message: But u got to drink to fill it	
[4/17/23 02:19AM] Sender: Dopamine, Message: You get x amount of minutes per sip from potion then you need 	
[4/17/23 02:19AM] Sender: Dopamine, Message: To click it to active it again	
[4/17/23 02:19AM] Sender: Dopamine, Message: The better tier your inf pray pot is the longer it lasts	
[4/17/23 02:20AM] Sender: Like my peep, Message: 19 min till the 4 glob bosses	
[4/17/23 02:20AM] Sender: Like my peep, Message: :o	
[4/17/23 02:20AM] Sender: Like my peep, Message: Woke up the right time xd	
[4/17/23 02:20AM] Sender: Dopamine, Message: Bruh no	
[4/17/23 02:20AM] Sender: Dopamine, Message: We been waiting for you	
[4/17/23 02:20AM] Sender: Dopamine, Message: Shit been taking longer to kill than respawn l0l	
[4/17/23 02:20AM] Sender: Professor, Message: Yep	
[4/17/23 02:21AM] Sender: Like my peep, Message: Who won oc?	
[4/17/23 02:21AM] Sender: Dopamine, Message: Certainly not me kekw	
[4/17/23 02:22AM] Sender: Matt0804, Message: I wish lol	
[4/17/23 02:33AM] Sender: Professor, Message: Are we allowed to play at ironman and main at the same time	
[4/17/23 02:33AM] Sender: Dopamine, Message: Yes	
[4/17/23 02:33AM] Sender: Dopamine, Message: But obv cannot do globals of afk with multiple acc	
[4/17/23 02:33AM] Sender: Dopamine, Message: Zones are ip based	
[4/17/23 02:41AM] Sender: Like my peep, Message: ::nincetails	
[4/17/23 02:41AM] Sender: Like my peep, Message: Everyone	
[4/17/23 02:41AM] Sender: Dopamine, Message: Kinky	
[4/17/23 02:41AM] Sender: Like my peep, Message: Ninetails	
[4/17/23 02:44AM] Sender: Yaekee11, Message: Where are zones?	
[4/17/23 02:44AM] Sender: Like my peep, Message: Buying all 1$ nd 100$ bond 30k each	
[4/17/23 02:44AM] Sender: Ruthie, Message: World map on top right "t""	
[4/17/23 02:44AM] Sender: Dopamine, Message: 't' on minimap	
[4/17/23 02:47AM] Sender: Ruthie, Message: Lmao	
[4/17/23 02:47AM] Sender: Yaekee11, Message: Is here item that auto collect for you?	
[4/17/23 02:47AM] Sender: Dopamine, Message: Collctors neck	
[4/17/23 02:47AM] Sender: Yaekee11, Message: How to get?	
[4/17/23 02:48AM] Sender: Supernum, Message: Yes collector necklace finish  zinq collection log	
[4/17/23 02:48AM] Sender: Dopamine, Message: Second collection log completion, vote shop, dono shop	
[4/17/23 02:48AM] Sender: Yaekee11, Message: I finsh it buyt dont get	
[4/17/23 02:48AM] Sender: Dopamine, Message: The collection log ?	
[4/17/23 02:48AM] Sender: Dopamine, Message: You claim it from collection log section on tarn tab	
[4/17/23 02:51AM] Sender: Matt0804, Message: Anybody have any decent mage weapons for 64k?	
[4/17/23 02:54AM] Sender: Rhiannon, Message: What should i save up for w my slayer tickets?	
[4/17/23 02:54AM] Sender: Supernum, Message: Overload pot is nice	
[4/17/23 02:54AM] Sender: Rhiannon, Message: Cheers	
[4/17/23 02:59AM] Sender: Dopamine, Message: Gz don chapo	
[4/17/23 02:59AM] Sender: Dopamine, Message: You won win all days giveaway	
[4/17/23 03:08AM] Sender: Doppelganger, Message: What do i need for instances	
[4/17/23 03:08AM] Sender: Like my peep, Message: Money	
[4/17/23 03:08AM] Sender: Doppelganger, Message: They aoe?	
[4/17/23 03:08AM] Sender: Like my peep, Message: Ye	
[4/17/23 03:08AM] Sender: Kandonas, Message: But need have aoe perk	
[4/17/23 03:11AM] Sender: Like my peep, Message: Welcome	
[4/17/23 03:11AM] Sender: Like my peep, Message: Gz	
[4/17/23 03:11AM] Sender: Ruthie, Message: They dead	
[4/17/23 03:13AM] Sender: Like my peep, Message: Np	
[4/17/23 03:13AM] Sender: Redx12, Message: K3	
[4/17/23 03:13AM] Sender: Redx12, Message: Ruth an peep comin in :)	
[4/17/23 03:14AM] Sender: Jono, Message: Ruth actually saved my mums aunties goldfish from the taliban once	
[4/17/23 03:15AM] Sender: Rhiannon, Message: How much k would a 10k stats bow cost?	
[4/17/23 03:15AM] Sender: Ruthie, Message: Free	
[4/17/23 03:15AM] Sender: Like my peep, Message: I got you	
[4/17/23 03:15AM] Sender: Jono, Message: He also build the great wall of china... with only his left arm	
[4/17/23 03:15AM] Sender: Trent, Message: People handing out stuff for newbies?	
[4/17/23 03:16AM] Sender: Rhiannon, Message: Ill give what i have but i dont think itd be enough normally	
[4/17/23 03:16AM] Sender: Ruthie, Message: Sometimes	
[4/17/23 03:16AM] Sender: Redx12, Message: Live on youtube btw- redx12 :d 	
[4/17/23 03:16AM] Sender: Chibi, Message:   how many bones would it take me to get 99 prayer?	
[4/17/23 03:16AM] Sender: Chibi, Message:  i keep dying at ::train	
[4/17/23 03:16AM] Sender: Professor, Message: Like 40ish	
[4/17/23 03:16AM] Sender: Rhiannon, Message: Wya peep? i might have smth useful for you	
[4/17/23 03:17AM] Sender: Chibi, Message:  as a veteran, 40?	
[4/17/23 03:17AM] Sender: Like my peep, Message: Rhi i got full owner	
[4/17/23 03:17AM] Sender: Rhiannon, Message: L0l	
[4/17/23 03:17AM] Sender: Professor, Message: Oh sry, didnt see that	
[4/17/23 03:17AM] Sender: Professor, Message: Alot :d	
[4/17/23 03:17AM] Sender: A fatality, Message: I think it's 2k on a veteran acc	
[4/17/23 03:17AM] Sender: Rhiannon, Message: I have some scrolls tho :)	
[4/17/23 03:17AM] Sender: Rhiannon, Message: Theyd always come in handy i reckon	
[4/17/23 03:17AM] Sender: Chibi, Message:  is ::train the easiest start? 	
[4/17/23 03:17AM] Sender: Rhiannon, Message: Yeah chibi	
[4/17/23 03:18AM] Sender: Chibi, Message:  oof	
[4/17/23 03:20AM] Sender: Like my peep, Message: Eveyrone gonn come on in hour	
[4/17/23 03:20AM] Sender: Like my peep, Message: Then we pcked 	
[4/17/23 03:20AM] Sender: Rhiannon, Message: I really like this server so far	
[4/17/23 03:20AM] Sender: Bourgondier, Message: Why does it say that i already have claimed a ref?	
[4/17/23 03:20AM] Sender: Redx12, Message: Same	
[4/17/23 03:20AM] Sender: Bourgondier, Message: I have never played this before	
[4/17/23 03:26AM] Sender: Mommy nami, Message: Fastest money as a noob?	
[4/17/23 03:26AM] Sender: Mommy nami, Message: Im almost done with zinq rn	
[4/17/23 03:26AM] Sender: Like my peep, Message: Milkin ruthie	
[4/17/23 03:27AM] Sender: Kebintea, Message: What should i do after rev wyverns? slayer?	
[4/17/23 03:27AM] Sender: Like my peep, Message: Or completing zone	
